Fire Beetle,0.33,vermin,any,This housecat-sized beetle is a dull brown color brightened by two glowing green-yellow spots on its carapace.,"Although nocturnal, the fire beetle lacks darkvision- it relies on its own glowing glands for illumination. Caged fire beetles are a popular source of long-lasting illumination among eccentrics and miners. Other variations on the common fire beetle exist. The two most common variants are detailed below. Mining Beetle : A mining beetle is an advanced fire beetle with the advanced simple template and a burrowing speed of 20 feet. Flash Beetle : A flash beetle is an advanced fire beetle that can create a bright flash of light once an hour. When a flash beetle does so, all creatures in a 10- foot burst must make a DC 12 Fortitude save or be dazzled for 1d3 rounds. The save DC is Constitution-based.",135
Fire Drake,3,dragon,temperate hills,"This creature appears to be a small, red dragon with translucent scales, mottled mauve and burgundy. Heat and steam rise from its body. Its wings are mottled black and its eyes are crimson.","Fire Drake Blood The blood of a fire drake can be sealed in an airtight container and used as a firebomb, equivalent to a flask of alchemist's fire. It can also be used to create temporary flaming weapons. A weapon coated with fire drake's blood acts as a flaming weapon for 1d4 rounds  or until the first successful hit, whichever comes first. Fire drakes lair in caves and caverns deep within the hills and mountains. Fire drakes are carnivorous creatures and very territorial, fighting other drakes that move into their area. They are tolerant of other fire drakes, but view them with suspicion. On occasion, a mated pair is encountered, but only in the late summer months or early autumn. Fire drakes are often mistaken for young or miniature red dragons. A typical fire drake is 4 feet long, though it can grow to a length of 6 feet. Fire drakes prefer to open combat with their breath weapon. Once expended, they rely on their bite. Their claws are too small to be effective in combat. Credit The Fire Drake originally appeared in the First Edition Fiend Folio  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Dave Waring.",800
Fire Elemental Construct,13,construct,Plane of Fire,A humanoid shaped behemoth of heat and flames approaches; each arm and leg of this being ending in the howling face of a fire elemental.,"Fire elemental constructs are perhaps the rarest of the elemental constructs . Favored by efreeti sorcerers and salamander wizards, these constructs are often found guarding an ancient efreeti treasure cache or hoard. A fire elemental construct is a humanoid, 9 feet tall, composed of yellow-orange fire and flame. Its face lacks discernable features, though sometimes, two pinpoints of white-hot fire seem to appear on its head, perhaps functioning as eyes. Its arms and legs end in tormented elemental faces, each howling and screaming  at its imprisonment. A fire elemental construct batters and pummels its foes with its flaming fists. Occasionally, the elemental grapples a foe and pulls it into its burning form. Elemental constructs are used by powerful mages as servants, bodyguards, and assassins. An elemental construct, like other automaton follows order or command given to it to the best of its ability. An elemental construct's creator can command it if the construct is within 60 feet and can see and hear its creator. If not commanded, an elemental construct usually follows its last instruction to the best of its ability, though if attacked it returns the attack. The creator can give the elemental construct a simple command to govern its actions in his or her absence. The elemental construct's creator can order the construct to obey the commands of another person , but the elemental construct's creator can always resume control over his creation by commanding the elemental construct to obey him alone. Each elemental construct appears as a humanoid creature about 9 feet tall and is composed entirely of its native element. Construction An elemental construct's body is formed completely of one of the four elements air, earth, fire, or waters. The materials must be the finest quality or purest form taken from the respective plane and mixed with rare oils, powders, and other ingredients totaling 5,000 gp. ELEMENTAL CONSTRUCT CL 17th; Price 200,000 gp Requirements Craft Construct , geas/ quest, limited wish, two spells of 4th level or higher with the appropriate elemental descriptor, creator must be caster level 17th; Skill Craft  DC 20; Cost 102,500 gp Copyright Notice Author Scott Greene.",25600
Fire Giant,10,humanoid,warm mountains,"This lumbering giant has short stumpy legs and powerful, muscular arms. Its hair and beard seem to be made of fire.","Fire giants are the most rigid and militaristic of all the giant races. They constantly train for war and practice brutal tactics on anyone and everyone that gets in their way. Their rigid command structure is complete with soldiers, officers, and even generals, and they obey orders from their kings unquestioningly. Fire giants have bright orange hair that flickers and glows almost as if it were af lame. An adult male is 12 to 16 feet tall, has a chest that measures 9 feet around, and weighs about 7,000 pounds. Females are slightly shorter and lighter. Fire giants can live to be 350 years old. Fire giants wear sturdy cloth or leather garments colored red, orange, yellow, or black. Warriors wear helmets and half-plate armor of blackened steel and wield large greatswords that they use to cut swaths across the battlefield. In large groups, fire giants fight with brutal and efficient group tactics, and aren't afraid to sacrifice one or two of their members to draw an enemy into an ambush. Fire giants prefer hot locations-the hotter, the better. They've been found in deserts, volcanoes, hot springs, and deep beneath the earth near lava vents. They live in castles, walled settlements, or large caverns, and the design of these locations reflects their rigid, militaristic lifestyle, with officers living in better quarters than the rank-and-file.",9600
Fire Lizard,8,magical beast,warm plains or underground,This creature resembles a wingless red dragon. Its scales are gray and dappled in red and brown along its back. Its underbelly is bright red and its eyes are black with yellow pupils.,"Fire lizards are often called ""false dragons."" Despite their general resemblance to dragons, sages have as yet found no evidence of these creatures being in way related to them. Fire lizards do not associate with or keep compwith dragons. A fire lizard is averages 30 feet long but can grow to almost twice that size. Fire lizards prefer to attack opponents with their claws and bite, though if outnumbered they resort to using their breath weapon. Credit The Fire Lizard originally appeared in the First Edition Monster Manual  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Gary Gygax.",4800
Fire Nymph,4,outsider,Plane of Fire,"This creature appears as a very attractive and beautiful female with long, flowing fiery-red hair. Her eyes are pale blue and her skin is lightly colored with a cinnamon hint to it.","A fire nymph is a very beautiful creature that dwells on the Plane of Fire. It is akin to the nymph and dryad, though its origins obviously lie elsewhere. Fire nymphs rarely visit the Material Plane, though mages are known to request their compon occasion. A fire nymph usually wears translucent robes of white or ash. Fire nymphs avoid combat if at all possible, but if pressed into action they rely on their spell-like abilities and seek escape as soon as possible. Copyright Notice Author Scott Greene.",1200
Fire Phantom,5,undead,Elemental Plane of Fire,This humanoid has raging fire for hair and flame-encased fists. Elemental fire plays across its body exposing patches of charred flesh. Its eyes and tongue look like tiny balls of molten fire. Blackened teeth fill its mouth and flames dance in the back of its throat.,"When a creature dies on the Elemental Plane of Fire, its soul often melds with part of the fiery plane and reforms as a fire phantom; a humanoid creature composed of rotted and burned flesh and elemental fire. Fire phantoms desire nothing more than to return to the Material Plane and destroy as mliving creatures as possible by consuming them in the same flames that now house their spirit. Fire phantoms are encountered in areas where fires are already burning . They step through a portal from the Plane of Fire into a fire on the Material Plane. This fire must be at least Small or larger; else attempt by the fire phantom to enter the Material Plane through that fire automatically fails. Once it enters the plane, it often lies in wait in the fire for potential victims to come near it. A fire phantom hiding inside a fire is difficult to see requiring DC 25 Perception check. A fire phantom waits inside its fire until it spots a living creature. It then rushes out, shrieking and hurling globes of fire. If faced with overwhelming odds or facing certain destruction, the fire phantom either moves as close as possible to as mfoes as possible or attempts to draw in as mof its opponents as possible and uses it immolation ability. In normal melee, the fire phantom alternates between hurling globes of fire and pummeling a foe with its burning fists. When a fire phantom is wounded, flames dance and play around the wound. Fire phantoms fight until destroyed or all opponents are dead or flee. Copyright Notice Author Scott Greene.",1600
Fire Snake,1,outsider,Plane of Fire,This creature looks like a snake with reddish-orange scales and stark white eyes without pupils.,"A fire snake resembles a normal snake and ranges in size from 2 feet to 6 feet in length. Fire snakes make their homes in fires and rarely journey more than 30 feet from such an open flame. Sages conjecture that fire snakes are some form of larval salamander from the Plane of Fire. A fire snake's preferred method of attack is to hide in a nearby fire and then surprise its foes as they come nearby. A fire snake attacks by biting its opponents with its sharp fangs. Credit The Fire Snake originally appeared in the First Edition Fiend Folio  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Michael McDonagh.",400
Fire Whale,10,magical beast,oceans of fire,"Surfacing from the sea of flames rises, a titanic crimson whale mottled with pattern of yellow and orange spots running down its dorsal fins. Its huge, angular mouth hangs open, exposing its hideous gaping gullet.","All manner of fiery waters life swims the Sea of Fire, including the majestic fire whales. These 30-foot long mammals are relatively peaceful creatures, though if provoked they quickly become deadly adversaries. Fire whales generally spend their time feeding on elemental invertebrates that move along the bottom of the Sea of Fire. When feeding, the fire whale dives to the bottom, flips on its side, and swims along, running its head through the fiery and oily sea floor scooping food into its mouth. Fire whales generally take in enough food to sustain themselves for 4 months . Late in the year  fire whales gather for their mating ritual. During this time as mas 7 fire whales can be encountered together. Sages are unsure as to the purpose of the ""extra"" fire whales, but each spends its share rolling and milling with the others during this ritual. Gestation for fire whales is generally 11 months after which time the mother gives birth to 1d2 calves. While the calves are growing, both they and the mother spend most of their time in the shallower ends of the Sea of Fire. After nearly 7 months, they migrate to deeper waters and most calves swim away and become independent. Young reach maturity around 6 years of age. Fire whales are hunted by various races for their meat, blubber, and oil. Of the races that hunt them the most are the salamanders, volcano giants , and the efreet of the City of Brass. Fire whales are generally peaceful creatures and rarely attack unless threatened. If forced into combat, a fire whale attacks with its bite and tail slap. Surface creatures that threaten a fire whale are subjected to its scalding blast attack. Copyright Notice Author Scott Greene.",9600
Fire Yai,15,outsider,temperate or warm hills or mountains,"This fanged, three-eyed giant rages in its finely crafted armor, its skin as red as a smoldering ember.","Fire yai prefer to live in luxury-an orderly and well-built abode is essential. Even a lone fire yai prefers to build or inhabit a fortified stone dwelling in its territory, and surrounds itself with as mluxuries as it can acquire. Vain, greedy, and brutal, fire yai are the most impulsive of their kind-several tales tell of clever heroes taunting fire yai to act rashly. They rarely let challenges pass uncontested and react quickly to squelch threat to their rule. While mfire yai seek out tribes of fire giants to infiltrate and rule, not all follow this compulsion. Capable of assuming the form of mtypes of humanoid, some fire yai seek to subtly invade and eventually rule entire nations of humanoids from within. A fire yai is 16 feet tall and weighs 7,000 pounds.",51200
First Blade,15,outsider,battle,"The sound of clashing steel upon a battlefield resounds with every step of this ironclad giant. Its armor bears harsh but elaborate flourishes, as though it were the war regalia of some merciless warlord. Each plate looks impossibly thick and heavy, like the hulking titan within is completely hidden by layer upon layer of tightly woven chain and impregnable steel.","Said to have been formed from an unthinking sliver of steel dashed from Gorum's blade during one of his first clashes with a long-felled god-beast of the Outer Sphere, the First Blade is a living tool of war. Inspired by Gorum's divine bloodlust, this shard of the god of battle's blade continues to obey and do battle in the service of its divine master. Having been reforged through the eons into a manifestation of Gorum's perfect warrior, the First Blade serves as the war god's herald, traveling where its master desires. Yet while the heralds of most deities go forth to bear the word of their divine patrons or answer the most desperate summons of their gods' most pious servants, the First Blade endlessly marches to battle. Never interested in diplomacy or subtlety, Gorum has little need for a messenger other than one capable of communicating in the language of the battlefield. The god of battle answers the calls only of those who please him in battle and request his heralds' aid in epic clashes dedicated to his honor- weakling priests seeking salvation or cowardly revenge never have their entreaties for the herald's presence answered. The appearance of the First Blade changes to match a style of armor impressive to those against whom it will be doing battle, though typically notched as if it has been employed in numerous battles. Rarely seen in the same form twice, its plate mail form might vary from the elegant mail of angelic hosts to slabs of spiked iron over thick bestial hides more common to orc warlords. Whatever the shape, the interior of the armor is never visible. Those who have come close enough to the First Blade and survived claim that only more layers of armor lie beneath its plates, though the hint of something glowing within sometimes spills forth should the herald suffer a rare but occasional wound. Regardless of the specifics of its warlike form, the herald of Gorum typically stands about 15 feet tall and weighs nearly 2 tons. Ecology Although a living creature, the First Blade is little more than a weapon of Gorum, knowing little beyond its lord's command and going only where he wills. Like a golem in mrespects, the herald leaves but scant traces upon the lands it passes through between battles, eating little and having no need even to breathe. In war, however, its presence and passage are obvious, marked by rent bodies and blood-soaked earth. Although the First Blade can speak a variety of languages, few of those encountering the herald have heard it do so. Like its master, the First Blade prefers actions-especially violent, purposeful ones-to words. Typically its words are brief refutations of those who have summoned it for an unfit purpose, though several legends tell of the divine messenger offering its respect or the pleasure of its master before striking the final blow upon an opponent who has put up a particularly capable fight or proven her prowess on the field of battle. Habitat & Society While the herald of Gorum answers the call of servants of the lord of battle who seek their lord's intervention in appropriately glorious battle, no accounts exist of the First Blade responding to summons involving a task other than combat. Most accounts of the herald tell of the gory swaths it cuts through battlefields of heroes, in clashes between titanic armies, or in weeks-long battles between history's greatest warlords. Rumors among Gorum's clergy also suggest that sometimes the herald appears when summoned to a lesser battle, but upon finding a mere skirmish or clash among weaklings, it slaughters all involved. Whether such an end is an honor or a disgrace for those killed remains a subject of some debate among theologians.",51200
Fjord Linnorm,16,dragon,cold mountains coastlines,"This massive, eel-like dragon has two webbed talons. Its tail ends in large and powerful-looking flukes.","Fjord linnorms dwell among the deep waters that grace northern coastlines where fingers of land create complex rivulets, venturing out to sea to feed on sharks and whales when they cannot find settlements or traveling caravans to savage. As their favored haunts often overlap with coastlines trade routes, regions known to be within the territory of a fjord linnorm are often avoided by ships. Fjord linnorms are not particularly adept at capsizing ships, as are some other large waters monsters, but one might argue that such tactics are unnecessary for a creature the size and power of a fjord linnorm in the first place. Both the curse and poison of a fjord linnorm are extremely dangerous for those who frequent the watersways of the north. The fjord linnorm's curse is particularly devastating to waters creatures, and such beings are careful to avoid possible conflict with such linnorms. A fjord linnorm is 60 feet long and weighs just over 10,000 pounds.",76800
Flagstone Golem,7,construct,any,"What you thought was a section of ordinary stone floor unfurls itself before your eyes, assuming a humanoid form about 10 feet tall. The words ""You shall not pass"" echo throughout the area as the creature advances.","A flagstone golem is composed of large flat stones and bricks jointed and fitted together so as to allow the creature to fold itself flat. It is created to serve as guardians or servants by powerful spellcasters and has been the death of man unsuspecting rogue. A flagstone golem stands 10 feet tall and weighs 1,200 pounds. Its humanoid form is composed of flattened stones and bricks. Two darkened sockets on its head function as eyes. Its arms are thick and powerful and end in stony clenched fists. Though a flagstone golem cannot speak, when constructed, its creator can program up to 4 simple words or phrases  into it that are released when certain conditions are met. These conditions are programmed into the golem when it is constructed. Conditions can be as general or specific as necessary, but must be fairly simple, such as ""if anyone enters this room"" or ""if anyone touches this chest"". A flagstone golem tasked with guarding or securing a location usually flattens itself so as to go unnoticed to would-be-trespassers. When an interloper treads upon the golem, it unfurls itself into its humanoid form and attacks, crushing and pounding its unsuspecting victim with powerful blows from its fists. Construction A flagstone golem is constructed from brick, stone, various powders, and exotic liquids totaling 2,500 gp. FLAGSTONE GOLEM CL 11th; Price 30,000 gp Requirements Craft Construct, bull's strength, geas/ quest, magic mouth, polymorph object, protection from energy, creator must be caster level 11th; Skill Craft  or Craft  DC 16; Cost 17,500 Copyright Notice Author Scott Greene.",3200
Flail Snail,4,magical beast,underground,"This enormous snail has a brightly colored shell and four tentacles on its head, each tipped with a mace-like club.","Flail snails are intelligent gastropods that subsist on fungus, mold, and vermin, though they may attack larger creatures in self-defense. Known for their magic-warping shells and club-like tentacles, flail snails roam slowly through subterranean caverns writing great epics in their slime trails.",1200
Flame Drake,5,dragon,temperate mountains or hills,"This ferocious creature looks like a red-and-yellow scaled dragon, but with only two legs.","Flame drakes are the degenerate cousins of red dragons, with all of the rage and temper of true red dragons but little of the reason and intelligence. Flame drakes are brutal bullies who terrorize the lands they inhabit. From those they can frighten, flame drakes exact harsh tribute, and they viciously attack not so easily cowed. Flame drakes gather in small hunting packs called ""rampages,"" working together easily during raids but often falling prey to squabbling and infighting over the spoils. Males and females form their own packs divided by gender, coming together only during the annual mating season. Flame drakes mate once a year. Males play no part in raising their offspring, and abandon their partners soon after mating. Females lay clutches of two or three eggs in secluded mountains nests, and raise their hatchlings for only 2 years before rejoining their packs and abandoning their offspring to their fates. Flame drakes mature in 5 years, and can live up to 150 years. They generally grow to 12 feet long and weigh 1,500 pounds.",1600
Flaming Skull,0.5,undead,any,"This humanoid head floats silently and ominously, bits of flesh still hanging from its face and graying teeth clattering slightly as it bobs in the air.","Beheaded are floating skulls or severed heads whose bodies have long since abandoned them, either in the moment of death or long after. Reanimated via dark magic, these horrors are usually created as mindless sentinels for dungeons or lairs. Beheaded silently hover at about eye-level, often making them the last thing a casual wanderer or careless villager in an infested area ever sees. Creating Beheaded Spellcasters might create and employ beheaded in multiple ways. Animating Beheaded: A magic-user can create form of beheaded from a severed head of the appropriate size or creature. The spellcaster must cast the spell animate dead using an onyx gem worth at least 100 gp, followed by the spell fly on the head to be animated. The creator can only create a number of Hit Dice of beheaded equal to the amount allowed by animate dead. Beheaded with the variant abilities below can also be created, though for the purposes of how mcan be created, they are treated as if they had one additional Hit Die for each additional ability. Beheaded count against the number of Hit Dice of skeletons or zombies that can be created using animate dead and vise versa. Beheaded Familiars: Using the Improved Familiar feat, a spellcaster can gain an obedient severed head as a familiar. The character must be at least caster level 3rd to acquire the severed head. This creature is always neutral evil. Although type of magic-user with the proper requisites can take a severed head as a familiar, necromancers and undead wizards employ them most frequently. Variant Beheaded The following are variant abilities that a beheaded might possess. These traits can be mixed and matched in way and applied to of the beheaded listed above. Each ability increases the CR of the beheaded by the listed amount. Belching : A belching beheaded gains the ability to spew raw energy from its mouth, giving it a ranged touch attack that does 1d6 damage of a specific type  chosen at the time of the beheaded's animation. Burning : This beheaded is similar to the flaming skull; however, the fire not only surrounds the skull, but can pass on to those it attacks. The fire that consumes the head can be color the animator chooses, though blue is one of the most common. A burning skull gains the burn  special ability when using its slam attack, where the Reflex save DC is 10 + 1/2 the burning skull's racial HD + the burning skull's Cha modifier. Grabbing : This type of beheaded has long tendrils of ragged hair. It gains the grab special ability when using its slam attack, and can attempt to grapple creature of Medium size or smaller in this way Screaming : Once every 1d4 rounds, a screaming beheaded can open its jaw and emit a bone-chillsing scream. All creatures within 30 feet must make a Will save or be shaken for 1d4 rounds. The save DC is equal to 10 + 1/2 the screaming skull's racial HD + the screaming skull's Cha modifier. This is a sonic mind-affecting fear effect. Whether or not the save is successful, an affected creature is immune to the same beheaded's scream for 24 hours.",200
Flayer Devil,11,outsider,any,"This hulking brute has leathery, crimson skin, and a large mouth filled with razor-sharp teeth. Large, round horns protrude from the sides of its head. Its hands and feet end in claws, and its eyes are slitted and bronze.","Flayer devils are employed by several arch-devils as trackers and hunters because of their brutal and sadistic mindset. These nightmarish creatures delight in catching their prey and ripping the flesh from their bones. The flesh is devoured and the bones cast aside. Mof these brutes served under Lucifer and were ousted with him when Asmodeus cast him out of Hell. They now reside in Infernus where they perfect their craft against those that stumble into the fiery realm. Others can still be found roaming the Hells. Flayer devils sometimes hunt weaker devils, such as bearded devils, hellstokers , and lemures, the latter of whose flesh they thoroughly enjoy. The typical flayer devil stands 13 feet tall and weighs in excess of 800 pounds. Flayer devils are ferocious in battle, employing simple, brutal tactics. Given the chance, they always make a full attack, striking with both claws and a bite attempting to rip an opponent's flesh from its bones. On rounds they do not attack with their natural weapons, they release an unholy burst to sicken those around them before striking again with claws and bite. Copyright Notice Author Scott Greene.",12800
Flesh Golem,7,construct,any,"A hideous monstrosity crafted from body parts stitched together with thick string, wire, and metal staples lurches to horrific life.","A flesh golem is a ghoulish collection of stolen humanoid body parts, stitched together into a single composite form. Its cadaverous flesh has a sickly green or yellowish tint. A flesh golem wears whatever clothing its creator desires, usually just a ragged pair of trousers. It has no possessions and no weapons. A flesh golem stands 8 feet tall and weighs 500 pounds. A flesh golem cannot speak, although it can emit a hoarse roar of sorts. It walks and moves with a stiffjointed gait, as if not in complete control of its body. Although most flesh golems are mindless, there are persistent rumors of unusual golems who somehow retain the memories of a previous life. The head  of such flesh golems must be just the right combination of fresh and  strong-willed, and even then luck and chance during the golem's creation seem just as important in retaining the creature's mind. Certainly most who construct flesh golems prefer mindless slaves over free-willed creations, and as a result intelligent flesh golems are rare indeed. Construction The pieces of a flesh golem must come from normal humanoid corpses that have not decayed significantly. Assembly requires a minimum of six different bodies-one for each limb, the torso , and the brain. In some cases, more bodies may be necessary. Special unguents and bindings worth 500 gp are also required. Note that creating a flesh golem requires casting a spell with the evil descriptor. Flesh Golem CL 8th; Price 20,500 gp Construction Requirements Craft Construct, animate dead, bull's strength, geas/quest, limited wish, creator must be caster level 8th; Skill Craft  or Heal DC 13; Cost 10,500 gp",3200
Fleshdreg,1,aberration,ruins,"Composed of half-formed body parts, this creature stands on two monstrous legs. A mouth full of jagged teeth dominates the creature's bulbous head. Its veins pulse just beneath transparent flesh.","Sometimes a runewell becomes erratic after millennia without maintenance and disgorges an incomplete horror. Such misshapen lumps of tissue, appendages, and biting mouths are called fleshdregs. These incomplete sinspawn creep around forgotten ruins of the Thassilonian empire. Some escape the ruins and make their way to the surface to feed upon the sins of humankind. Fleshdregs vary in appearance from one another depending on various factors, such as the sins that powered their creation and the runewells that spawned them. Wrathful fleshdregs develop with a more predatory form than lustful fleshdregs do, and slothful fleshdregs look like little more than bloated piles of flesh atop stubby legs. Most fleshdregs stand between 3 and 4 feet tall, and weigh little more than 60 pounds. Greed fleshdregs are the tallest of their kind, and sloth fleshdregs the heaviest. Ecology Fleshdregs are practically immortal. They require little food to sustain their unnatural physiology, and don't seem to age or mature beyond the moment of creation. Violence or accidents claim the lives of fleshdregs more often than anything else. Fleshdregs emerge from runewells that have malfunctioned over the ages-no self-respecting follower of Thassilonian magic would want to create such pitiful creatures, after all. Sometimes a runewell absorbs particularly sinful souls through a soul lens without the device being calibrated correctly; other times, a creature is marked with a Sihedron rune to have its soul collected, and the inscriber performs the ritual incorrectly. In either case, the collected sins cause the runewell to vomit forth these broken, spoiled sinspawn. Habitat & Society Fleshdregs follow true sinspawn around like pets or curious children. Sinspawn use these weaker creatures as slaves, troops, or hunting companions. Though they're treated horribly, fleshdregs still seek out the compof their larger, more advanced cousins. Despite their low intelligence, these pitiful creatures recognize the Sihedron rune and its connection to their creation. Mfleshdregs remain in the ruins of their birthplace, surrounded by Sihedron runes, for this very reason, waiting patiently for the return of their runelord masters. Fleshdregs behave differently according to their associated sins. Sloth fleshdregs rarely hunt for sinful creatures, preferring to keep to their lairs, while wrath fleshdregs are the most likely to wander outside of a Thassilonian ruin as they seek to spread rage.",400
Fleshdreg Swarm,2,aberration,ruins,Hundreds of wads of squirming flesh with flailing appendages move together in a cluster of teeth and claws.,"Fleshdreg swarms form from scraps and leftovers of malformed fleshdregs and incomplete sinspawn. These foul, misshapen creatures pour out of runewells by the hundreds, seeking sinful flesh to destroy. Little more than pests, these swarms attack indiscriminately. Some malfunctioning runewells and other fleshvats produce nothing more these days than swarm upon swarm of these pests.",600
Flind,2,humanoid,warm plains or deserts,This creature resembles a bipedal hyena-like humanoid with duskies russet and brown fur. Its eyes are yellow and it wears dented and battle-worn scaled armor.,"Flinds are a race closely related to gnolls. The two races share some strong similarities, and at first sight inexperienced adventurers could easily confuse the two. Flinds are much stockier than their lanky kin, much stronger and hardier, and are certainly more dangerous. It is unknown if flinds are a subspecies of the gnoll or a genetic anomaly produced among large gnoll packs. Flinds are often found among gnoll bands acting as leaders, as their strength and relatively superior intelligence puts them above their lesser brethren. Flind combat tactics are similar to those of gnolls. They prefer to strike from ambush, using terrain and concealment to their best advantage. They are most often seen acting in the role of leaders to gnoll bands, keeping discipline with a ruthless hand and little mercy. Flind Characters Flind leaders are always fighters. Flind clerics usually worship the Demon Prince of Gnolls and can choose two of the following domains: Chaos, Evil, and Trickery. All flinds have the following racial traits +8 Str, +4 Dex, +6 Con, +2 Int, +4 Wis, +2 Cha: Flinds are exceptional gnolls, and excel in all areas over their lesser kin. Darkvision: Flinds cans see in the dark out to 60 feet. Armor: Flinds have a +1 natural armor bonus. Racial Hit Dice: A flind begins with two levels of humanoid, which provide 2d8 Hit Dice, a base attack bonus of +1, and base saving throw bonuses of Fort +3, Ref +0, and Will +0. Racial Skills: A flind's humanoid levels give it skill rank equal to 2 x . Racial Feats: A flind's humanoid levels give it one feat. Automatic Languages: Gnoll. Bonus Languages: Common, Draconic, Goblin, Orc. Weapon Proficiency: Flinds are automatically proficient with the flindbar. Flindbar The wielder of a flindbar gains a +2 bonus on disarm attempts made with the weapon. Flindbars are otherwise identical to nunchaku. Anyone proficient with nunchaku is also proficient with flindbars. Credit The Flind originally appeared in the First Edition Fiend Folio  and is used by permission. Copyright Notice Author Scott Greene, based on original material by J. D. Morris",600
Floating Eye,0.33,magical beast,waters,This creature looks like a 6-inch long semi-transparent fish with a single large eye located in the center of its body along its dorsal region.,"Floating eyes are small saltwaters fish that have transparent bodies and a single large eye about the size of a walnut located in the center of their body. Floating eyes are most often found underground in forgotten dungeon watersways and underground lakes and seas. The creature's eye is capable of bioluminescence, and it has such minute control over the intensity and patterns of the light that it can mesmerize other creatures that see it. Floating eyes are part of an unusual symbiotic relationship with a variety of predatory fish, including sharks. Once the floating eye has mesmerized its prey, predatory fish move in and consume it. After they have eaten, the floating eye moves in and gorges itself on the scraps. Floating eyes avoid combat, relying on their hypnotic gaze ability. If forced into combat, they bite an opponent. Credit The Floating Eye originally appeared in the First Edition Monster Manual  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Gary Gygax.",135
Flumph,1,aberration,land or underground,This small strange creature looks like a saucer-shaped jellyfish with msmall spike-like tentacles dangling from its underbelly. Its body is milky-white in color. Two short eyestalks protrude from the top of its body. Its eyestalks are gray as are its tentacles. Its eyes are jet black.,"Flumphs are small, very strange creatures that spend their days floating along looking for food and waters. They are non-offensive and only attack when actively hunting for food. Flumphs prefer the darkness of the underground and are rarely, if ever, encountered above ground. The average flumph is about 2 feet in diameter. The flumph spends most of its time hunting small animals and vermin, which it kills and devours by dropping on them and piercing them with its acidic spikes. If threatened by a creature larger than itself, it fires its nauseating spray in an attempt to repel its attackers. If this attack fails, the flumph rises above its foes and drops at them, attacking with its spikes. Credit The Flumph originally appeared in the First Edition Fiend Folio  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Ian McDowell and Douglas Naismith.",400
Flying Squirrel,0.33,animal,temperate forests,"Although not capable of actual flight, a flying squirrel possesses a furry membrane stretching between its wrists and ankles, allowing it to glide for long distances.","Presented on these pages are base animal statistics for six additional familiars beyond those most commonly used by spellcasters-of course, these statistics can also be used for normal animals as well. These familiars utilize all the standard rules for familiars presented on pages 82-83 of the Core Rulebook. Tiny or smaller familiars in this section use Dexterity to modify Climb and Swim skill checks.",135
Fogwarden,5,aberration,cold plains or hills,This creature resembles a humanoid formed of fog and mist. The only discernible facial feature is its icy blue eyes.,"The fogwarden is sometimes called the ice apparition, for much like the standard apparition, the fogwarden feeds on the fear of its victims. The fogwarden, however, is not undead. A fogwarden is usually found inhabiting the coldest and most desolate areas of the world. The fog surrounding it flashes with its life force. These flashes are often mistaken for the will-o'-wisp. Fogwardens favor instilling fear and panic in their opponents to actual combat. In melee, the fogwarden attacks by launching a bolt of lightning at its foes. When a fogwarden is destroyed, it evaporates completely, leaving no trace of its existence. Credit The Fogwarden originally appeared in the Second Edition Monstrous Compendium Annual 4  and is used by permission. Copyright Notice Author Scott Greene, based on original material by Wizards of the Coast.",1600
